asin	reviewerID	overall	reviewTime
B00000252W	A2U49LUUY4IKQQ	5.0	2011-04-29
B00000252W	A2VXQL36IFQGKZ	4.0	2008-05-01
B00000252W	A2HRVVDJMY5M4Z	4.0	2008-01-08
B00000252W	A3VXBO4QQX3ZG8	5.0	2013-01-17
B00000252W	A3FL6CIO8QIJ2F	5.0	2009-12-28
B00000721H	AGFO6RNCAAT09	3.0	2002-02-08
B00000721H	A2P49WD75WHAG5	5.0	2001-12-07
B00000721H	A3A3UNNINBOYEC	3.0	2007-12-30
B00000721H	A2WB4OWBUH2VQX	4.0	2002-08-05
B00000721H	A1DAARTYG4Z685	4.0	2000-01-11
B00000721H	AWL8TXABB0Y3M	5.0	2012-12-23
B00000721H	A2PL4XI7DL4RZH	4.0	2001-06-21
B00000721H	A39CYQVU20TZ1E	4.0	2005-12-10
B00000721H	A1AMUJB81XGXD1	4.0	2007-12-10
B00000721H	A1GN8UJIZLCA59	4.0	2001-02-12
B00000721H	A1FHZZ28OHTGR9	4.0	2014-03-05
B00000721H	A19DW3VKM5KKYB	2.0	1999-10-29
B00000721H	A1S564FBLMJI3X	3.0	1999-06-23
B00000721H	AU7N07ADILJH0	5.0	2009-12-28
B00000721H	A3ADUOVTY3TIRU	5.0	2007-01-23
B00004YWGB	A11QD0NDRCXXC2	5.0	2001-01-13
B00004YWGB	A2EH46K3TJ4ZB6	4.0	2001-03-05
B00004YWGB	A2ETZ7GF5B1712	2.0	2006-10-22
B00004YWGB	A12W2HO2CG1O56	5.0	2003-09-12
B00004YWGB	AZFEOY9UPO7HM	2.0	2004-11-14
B00004YWGB	A3W0POMI33YQXQ	1.0	2001-12-16
B00004YWGB	A3C6ZCBUNXUT7V	4.0	2004-12-22
B00004YWGB	A1WP46ULX8RF0W	4.0	2001-03-08
B00004YWGB	A5K5UQT9XAAZP	4.0	2003-04-16
B00004YWGB	AJMO5NI0FNMDQ	3.0	2005-11-27
B00004YWGB	A1NH820E5UDAZ0	2.0	2003-05-16
B00004YWGB	A1VC29LW836JKJ	3.0	2006-02-02
B00004YWGB	A2WKKTVYS5H61M	1.0	2001-02-15
B00004YWGB	A2RLVFM1CTIMTD	2.0	2007-10-26
B00004YWGB	AHOP98V8UUXZB	4.0	2002-05-24
B00004YWGB	A18FY49BSITVTL	3.0	2001-10-27
B00004YWGB	A2UXQM067E6VAX	4.0	2005-03-29
B00004YWGB	A2J5W0FAM4Y01C	2.0	2003-04-04
B00004YWGB	A1TC5EBGPW13UJ	4.0	2000-12-05
B00G4SS24I	AM9YB0BKXFH7Z	2.0	2014-01-14
B00G4SS24I	AJNQTSR3IMW8Z	2.0	2013-11-05
B00G4SS24I	A27VTXX08JRVQ9	2.0	2014-01-16
B00G4SS24I	A3QPA2Y4CDZUAH	5.0	2013-12-14
B00G4SS24I	A14GK0E64J0WAS	4.0	2013-11-07
B00G4SS24I	A3C1QYGEET3BVY	5.0	2014-04-09
B00IOVH8AW	A1X68I8QCIOV59	4.0	2014-04-15
B00IOVH8AW	AEQYAG42F9128	5.0	2014-07-21
B00IOVH8AW	A284N4V7W8FWKS	5.0	2014-05-21
B00IOVH8AW	A1PDTZQMXAJLT7	5.0	2014-05-20
B00IOVH8AW	A3W4D8XOGLWUN5	4.0	2014-03-01
B00IOVH8AW	A23XDLRMGN5BCS	5.0	2014-04-22
B00IOVH8AW	A3JIH8AAZLQQ4O	5.0	2014-07-11
B00IOVH8AW	A1GN8UJIZLCA59	4.0	2014-04-09
B00IOVH8AW	A3NG1RH09BPOO	5.0	2014-05-03
B00IOVH8AW	A1DUU49R22H4DK	5.0	2014-06-04
B00IOVH8AW	ACK72XZ7UMERX	5.0	2014-06-26
B00IOVH8AW	A32HMOZVKF25A	5.0	2014-04-04
